EEG,alpha,beta,delta,theta
-0.97046,0.09601,-0.07098,-0.29588,0.60519
-0.48218,-0.18903,-0.43446,-0.22361,0.87925
0.88501,-0.42301,-0.58446,-0.15056,1.12341
1.50757,-0.58491,-0.53898,-0.07755,1.32983
1.15967,-0.66475,-0.37209,-0.00533,1.49201
0.94605,-0.66391,-0.12996,0.06547,1.6051
1.64795,-0.59371,0.1819,0.13424,1.66622
2.97241,-0.47292,0.54402,0.20036,1.67449
3.6377,-0.32422,0.86496,0.26325,1.63091
3.43628,-0.17054,0.98976,0.32243,1.5382
2.62451,-0.03184,0.7867,0.37749,1.40076
1.5686,0.07734,0.2553,0.42808,1.22448
0.36621,0.14941,-0.42998,0.47393,1.01649
-0.42725,0.18401,-0.98934,0.51485,0.78469
-0.45166,0.18707,-1.18532,0.55064,0.5375
-0.29907,0.16878,-0.95729,0.58116,0.2837
-0.354,0.14127,-0.45149,0.60635,0.03205
-0.30518,0.11622,0.07254,0.62626,-0.20912
0.0061,0.10268,0.39887,0.64104,-0.43227
0.70801,0.10564,0.47354,0.65091,-0.63105
0.85449,0.1252,0.40916,0.65606,-0.80024
0.67139,0.15667,0.37982,0.65676,-0.93592
0.5249,0.19163,0.47932,0.65326,-1.03552
0.40894,0.21939,0.64258,0.64593,-1.09786
0.48828,0.2292,0.68422,0.63516,-1.12323
0.15869,0.21214,0.42934,0.62139,-1.11331
-0.46387,0.16308,-0.14858,0.605,-1.07111
-1.34888,0.08178,-0.87302,0.58646,-1.00071
-2.02026,-0.02668,-1.43107,0.56617,-0.90693
-2.27051,-0.1524,-1.52827,0.54449,-0.79514
-1.71509,-0.28175,-1.04976,0.52178,-0.67085
-0.50049,-0.39889,-0.13805,0.49847,-0.53962
0.95825,-0.4877,0.85698,0.47495,-0.40678
1.87378,-0.53389,1.53509,0.45156,-0.27734
2.03247,-0.52699,1.63045,0.42858,-0.15568
1.51978,-0.46209,1.13182,0.40631,-0.04533
0.75073,-0.34085,0.28293,0.38495,0.05103
0.29297,-0.17185,-0.54187,0.36466,0.13148
-0.02441,0.03009,-1.01852,0.34559,0.19504
0.10376,0.24514,-1.01973,0.32787,0.24164
0.23193,0.45051,-0.65123,0.31161,0.27215
0.10376,0.6228,-0.16657,0.29686,0.28813
0.45166,0.7408,0.18314,0.28363,0.29168
0.95215,0.78797,0.27604,0.27192,0.28549
1.42822,0.75443,0.1598,0.26165,0.27244
1.09253,0.63865,-0.00929,0.25267,0.25545
0.1648,0.44793,-0.07879,0.24484,0.2373
-0.37842,0.19824,0.00824,0.23802,0.22059
0.11597,-0.08699,0.19458,0.23214,0.20753
1.07422,-0.37879,0.36146,0.22703,0.19982
1.23291,-0.64541,0.40803,0.22249,0.19855
0.08545,-0.85587,0.30492,0.21835,0.20419
-1.0498,-0.98373,0.09449,0.21448,0.21661
-1.27563,-1.0104,-0.14619,0.21082,0.23501
-0.50659,-0.92771,-0.34535,0.20718,0.25793
-0.06714,-0.73947,-0.45501,0.20334,0.28363
-0.23804,-0.46172,-0.4488,0.19911,0.31005
-0.12817,-0.12147,-0.32092,0.19437,0.33499
0.48828,0.2458,-0.09727,0.18907,0.35614
1.32446,0.59953,0.15312,0.18317,0.37117
2.03247,0.89862,0.33124,0.17663,0.37805
2.54517,1.10625,0.35574,0.16946,0.3751
2.86255,1.19484,0.21989,0.16168,0.36111
2.50854,1.14987,0.01347,0.15336,0.33534
1.62354,0.97209,-0.12158,0.14457,0.29762
0.95215,0.67804,-0.08408,0.13543,0.24838
0.82398,0.29876,0.10611,0.12603,0.18852
1.14136,-0.12342,0.30327,0.11649,0.11938
0.37842,-0.53965,0.3252,0.10694,0.04272
-0.99487,-0.90035,0.0847,0.09753,-0.03929
-2.37427,-1.16136,-0.32798,0.08842,-0.1241
-2.92358,-1.28944,-0.67938,0.07983,-0.20894
-2.38647,-1.26671,-0.7333,0.07196,-0.29098
-2.18506,-1.09322,-0.40958,0.06498,-0.36752
-1.62964,-0.78741,0.14746,0.05903,-0.43612
-0.73853,-0.38438,0.64349,0.05426,-0.49458
0.06104,0.06804,0.81052,0.05084,-0.54114
0.40894,0.51521,0.57145,0.04891,-0.57452
-0.03662,0.90245,0.08474,0.04859,-0.59385
-0.05493,1.18184,-0.36077,0.05003,-0.59873
0.48218,1.31835,-0.52962,0.05334,-0.58925
0.70801,1.29419,-0.37821,0.05862,-0.56602
0.42725,1.11163,-0.06072,0.06586,-0.53015
-0.02441,0.79273,0.19232,0.07508,-0.48316
0.14648,0.37683,0.23228,0.0863,-0.42681
0.22583,-0.08454,0.07933,0.09954,-0.36293
-0.31128,-0.53419,-0.11231,0.11481,-0.29333
-1.08643,-0.91636,-0.17703,0.13206,-0.21987
-1.55029,-1.18377,-0.05793,0.15121,-0.14453
-0.81177,-1.30359,0.15704,0.17214,-0.06933
0.06714,-1.26163,0.30038,0.19469,0.00397
0.50049,-1.06425,0.2428,0.21867,0.0739
0.21362,-0.73742,-0.01637,0.2439,0.13941
-0.11597,-0.32323,-0.34349,0.27029,0.1998
0.13428,0.12568,-0.54665,0.29776,0.25451
1.16577,0.55306,-0.48678,0.3262,0.30331
1.94702,0.90612,-0.1581,0.35542,0.34614
2.29492,1.14233,0.30362,0.38524,0.38315
2.27051,1.23463,0.68474,0.41559,0.4146
2.2644,1.17457,0.79682,0.44645,0.44078
1.83105,0.97288,0.56816,0.47771,0.46197
1.06812,0.6579,0.08294,0.50915,0.4785
0.37842,0.27188,-0.45236,0.54055,0.4905
-0.29297,-0.13475,-0.80236,0.57184,0.4979
-0.46387,-0.51023,-0.81583,0.60309,0.50038
-0.57373,-0.80863,-0.50269,0.63439,0.49751
-0.37842,-0.99518,-0.03028,0.66582,0.48882
0.27466,-1.05061,0.36687,0.69742,0.47372
0.8728,-0.97348,0.51707,0.72921,0.4515
1.36108,-0.78006,0.4052,0.76121,0.42132
1.26953,-0.50157,0.17121,0.79347,0.38246
0.89722,-0.17911,0.01003,0.82616,0.33437
1.06812,0.14239,0.03664,0.85948,0.27689
1.71509,0.42011,0.20378,0.8936,0.21025
2.68555,0.61922,0.33,0.9286,0.13487
2.55127,0.71741,0.22715,0.96457,0.05139
1.72119,0.70784,-0.15571,1.00158,-0.03926
0.94605,0.59949,-0.66795,1.03981,-0.1356
0.57373,0.41525,-1.02317,1.07944,-0.23554
0.72632,0.18798,-0.96367,1.12061,-0.33652
0.93994,-0.04445,-0.42538,1.16341,-0.43578
1.37939,-0.24452,0.39862,1.20786,-0.53049
1.76392,-0.38076,1.14093,1.25395,-0.61765
1.9165,-0.43264,1.44518,1.3016,-0.69413
1.65405,-0.39384,1.15307,1.35074,-0.7568
0.55542,-0.27326,0.38905,1.40132,-0.80282
-0.63477,-0.09333,-0.502,1.45326,-0.82981
-1.28174,0.11352,-1.12848,1.50643,-0.836
-0.88501,0.30986,-1.24627,1.56061,-0.82015
0.20142,0.45892,-0.86761,1.61557,-0.7817
0.55542,0.53043,-0.23221,1.67102,-0.7208
0.50659,0.50575,0.33658,1.7266,-0.6383
0.8667,0.3812,0.60549,1.78196,-0.53582
1.77002,0.16911,0.53802,1.8367,-0.41564
2.36206,-0.10342,0.28181,1.89047,-0.28072
2.01416,-0.39799,0.0546,1.94278,-0.13466
1.05591,-0.67018,0.00234,1.99315,0.0184
1.00098,-0.8761,0.11751,2.04106,0.17383
1.75171,-0.97895,0.26271,2.08605,0.32677
2.7832,-0.95472,0.27775,2.12764,0.47238
3.14331,-0.79637,0.09383,2.16539,0.60597
2.61841,-0.51564,-0.22034,2.19885,0.72332
2.27051,-0.14241,-0.50603,2.22753,0.82074
2.62451,0.27872,-0.61731,2.25099,0.89509
3.54614,0.6943,-0.50707,2.26878,0.94374
4.69971,1.04915,-0.2436,2.28056,0.96482
5.2063,1.29389,0.04492,2.28603,0.95744
5.51147,1.39183,0.25162,2.28493,0.92179
5.17578,1.32437,0.34279,2.27702,0.85908
4.58374,1.09435,0.35286,2.26212,0.77143
3.9917,0.72604,0.33987,2.24013,0.66185
3.4668,0.26234,0.33699,2.21111,0.53393
3.07617,-0.24067,0.3322,2.17515,0.39174
2.23999,-0.72099,0.27875,2.13234,0.23979
0.99487,-1.11886,0.12619,2.08277,0.08291
-0.56763,-1.38467,-0.14635,2.02662,-0.07377
-1.75781,-1.48562,-0.50164,1.96426,-0.2252
-1.86157,-1.41009,-0.83144,1.89609,-0.36663
-1.13525,-1.1693,-0.97707,1.8226,-0.49374
-0.39063,-0.79573,-0.794,1.74428,-0.6029
-0.09766,-0.3387,-0.24691,1.66171,-0.6911
0.65308,0.14252,0.51838,1.57558,-0.75609
1.67236,0.5867,1.19263,1.4866,-0.79642
2.94189,0.93886,1.43457,1.39551,-0.81146
3.51563,1.15762,1.06588,1.303,-0.80142
2.97852,1.22052,0.2104,1.2098,-0.76742
1.97144,1.12658,-0.73173,1.1167,-0.7114
0.39063,0.89593,-1.28831,1.02453,-0.63604
-0.43335,0.56652,-1.18863,0.93406,-0.54442
0.15259,0.18845,-0.52839,0.84606,-0.44003
1.2146,-0.1835,0.29037,0.76122,-0.32666
1.78223,-0.49782,0.81517,0.68026,-0.20835
1.23901,-0.7135,0.82271,0.60386,-0.0892
0.09155,-0.8055,0.42928,0.53271,0.02691
-0.64087,-0.76765,-0.03784,0.46742,0.13638
-0.67749,-0.61294,-0.30221,0.40846,0.23612
-0.01221,-0.37123,-0.32742,0.3562,0.32354
0.99487,-0.08428,-0.29211,0.31096,0.39656
1.28784,0.20067,-0.38027,0.2731,0.45361
0.63477,0.43823,-0.56837,0.24292,0.49361
-0.06104,0.59139,-0.60244,0.22064,0.51623
0.29297,0.63683,-0.20457,0.2063,0.52185
1.61743,0.56816,0.64131,0.19979,0.51143
2.62451,0.39675,1.56218,0.20097,0.48641
2.46582,0.14967,1.96468,0.20971,0.4486
0.91553,-0.13465,1.41799,0.22574,0.40015
-0.93994,-0.41224,-0.00391,0.24873,0.34333
-2.56348,-0.64015,-1.67612,0.2782,0.28043
-3.35693,-0.78269,-2.73808,0.31371,0.21375
-3.02734,-0.81662,-2.59019,0.35481,0.14554
-1.52588,-0.73436,-1.25952,0.401,0.07793
0.81787,-0.54485,0.60008,0.45169,0.01282
2.9541,-0.2721,2.0756,0.50621,-0.04818
3.86963,0.04819,2.5022,0.56387,-0.10373
3.4729,0.37361,1.80423,0.62398,-0.1528
2.0752,0.66107,0.48066,0.68587,-0.19466
1.08032,0.87285,-0.72831,0.74891,-0.22886
1.03149,0.98179,-1.27152,0.81243,-0.25526
1.48315,0.97463,-1.05648,0.8758,-0.27399
1.59302,0.85333,-0.42283,0.93838,-0.28547
0.94605,0.63434,0.12827,0.99948,-0.29031
0.37842,0.34613,0.2594,1.0585,-0.28915
0.30518,0.02507,-0.02092,1.11487,-0.28257
0.62866,-0.2897,-0.41221,1.16816,-0.27111
0.3418,-0.56148,-0.55412,1.218,-0.2553
-0.15869,-0.76061,-0.27684,1.26406,-0.23571
-0.48828,-0.86782,0.28872,1.30601,-0.2129
0.26245,-0.87614,0.80334,1.34362,-0.18751
1.40991,-0.79127,0.94722,1.37669,-0.16009
1.86768,-0.6298,0.63004,1.40508,-0.13095
1.25122,-0.41644,0.04685,1.42871,-0.10019
0.28076,-0.1802,-0.45551,1.44754,-0.06781
-0.03662,0.04964,-0.60952,1.4616,-0.03358
0.7019,0.24727,-0.39764,1.47095,0.00266
1.55029,0.39356,-0.04686,1.47578,0.04068
2.12402,0.47799,0.14526,1.47634,0.07987
2.14233,0.49922,0.03069,1.47292,0.1194
1.9165,0.46437,-0.28317,1.46577,0.15861
1.75781,0.38725,-0.51517,1.45507,0.19687
1.61133,0.28575,-0.42192,1.4411,0.23329
1.93481,0.17875,0.01465,1.42418,0.26687
2.88696,0.08317,0.56383,1.40468,0.29662
3.97949,0.01157,0.90085,1.38291,0.32161
3.95508,-0.02914,0.82708,1.35918,0.34087
2.59399,-0.03823,0.39554,1.33378,0.3534
1.08643,-0.02085,-0.14378,1.30697,0.35817
0.66528,0.01294,-0.52644,1.27902,0.35426
1.40991,0.05016,-0.64027,1.2502,0.34107
1.72119,0.07722,-0.55659,1.22078,0.31834
1.14136,0.08248,-0.4187,1.19103,0.286
0.28076,0.0582,-0.29835,1.16111,0.24414
-0.03662,0.00186,-0.14628,1.1311,0.19303
0.67749,-0.0833,0.12319,1.10105,0.1333
1.45874,-0.18851,0.49672,1.07096,0.06612
1.53198,-0.30038,0.80692,1.04086,-0.00696
0.90332,-0.40267,0.82668,1.01073,-0.0842
0.354,-0.47851,0.45235,0.98054,-0.16374
0.06714,-0.51281,-0.17371,0.95027,-0.2436
-0.37842,-0.4945,-0.7164,0.91992,-0.32156
-0.79346,-0.41826,-0.86008,0.88951,-0.39524
-0.66528,-0.28579,-0.53243,0.85903,-0.46224
0.26856,-0.10623,0.03183,0.82837,-0.52027
1.27563,0.10453,0.44575,0.79732,-0.56729
1.22681,0.32525,0.44134,0.76572,-0.60158
0.74463,0.53168,0.06164,0.73352,-0.62173
0.23193,0.69943,-0.3696,0.70072,-0.62659
0.37231,0.80689,-0.48311,0.66729,-0.61533
1.09863,0.83821,-0.13786,0.6332,-0.58768
1.67847,0.78542,0.46377,0.59843,-0.54392
1.95923,0.64977,0.90507,0.56306,-0.48486
1.67847,0.44183,0.83847,0.52714,-0.41157
0.71411,0.18075,0.22938,0.49075,-0.32547
-0.42114,-0.10743,-0.60667,0.454,-0.22834
-1.42822,-0.39249,-1.19507,0.417,-0.12238
-1.46484,-0.64337,-1.19241,0.38002,-0.01013
-0.88501,-0.83203,-0.58853,0.34333,0.1057
-0.12207,-0.93678,0.29934,0.30719,0.22238
0.28687,-0.94512,1.02004,0.27184,0.33712
0.26245,-0.85534,1.23889,0.23754,0.44711
0.3418,-0.67685,0.89634,0.20464,0.5495
0.15259,-0.42931,0.2032,0.17348,0.64155
0.11597,-0.14048,-0.49747,0.14432,0.72074
-0.08545,0.15694,-0.90721,0.11743,0.78492
-0.09155,0.42938,-0.89609,0.09312,0.83232
0.75684,0.64663,-0.53139,0.07177,0.86153
2.04468,0.78545,-0.01964,0.05376,0.87151
2.67944,0.8322,0.39751,0.03939,0.86163
2.45972,0.78447,0.54963,0.02895,0.83172
1.85547,0.65132,0.40958,0.02265,0.7821
1.80054,0.45204,0.10021,0.02062,0.71353
1.69067,0.21359,-0.17019,0.02288,0.62715
0.89722,-0.03318,-0.22295,0.0294,0.5245
0.28076,-0.25742,-0.01986,0.0402,0.40742
0.08545,-0.43236,0.30007,0.0553,0.27816
0.19531,-0.53859,0.49304,0.07462,0.13928
0.06714,-0.56646,0.36493,0.0979,-0.00627
-0.46997,-0.51706,-0.08477,0.12483,-0.1554
-1.2085,-0.40174,-0.63263,0.15507,-0.30486
-1.66626,-0.24027,-0.95363,0.18831,-0.45143
-1.67847,-0.05779,-0.82684,0.22416,-0.59182
-0.79346,0.11873,-0.29003,0.26215,-0.72278
0.1709,0.26426,0.37141,0.30167,-0.8411
0.71411,0.35923,0.80425,0.3421,-0.9438
0.32959,0.39201,0.81612,0.38276,-1.0282
-0.02441,0.36017,0.49374,0.42296,-1.09194
-0.45776,0.27036,0.12228,0.46199,-1.133
-0.64087,0.1372,-0.03755,0.49913,-1.14979
-0.73853,-0.01895,0.0505,0.53369,-1.1412
-0.99487,-0.17499,0.17514,0.56498,-1.1066
-1.0437,-0.30848,0.05687,0.59235,-1.04597
-1.19629,-0.40075,-0.40184,0.61517,-0.95994
-1.3916,-0.43919,-0.98919,0.63285,-0.84975
-1.47705,-0.41888,-1.2949,0.64484,-0.71723
-1.11694,-0.34293,-0.99651,0.65062,-0.56464
0.02441,-0.2214,-0.11946,0.64976,-0.39484
1.59912,-0.06958,0.93024,0.6419,-0.21129
2.91748,0.09435,1.60226,0.62683,-0.01797
3.42407,0.25158,1.55262,0.6044,0.18075
2.84424,0.38493,0.86096,0.57453,0.38036
1.72729,0.48085,-0.03894,0.53725,0.57613
0.92163,0.53074,-0.66553,0.4927,0.76314
0.73853,0.5314,-0.80698,0.44114,0.9365
1.12915,0.48479,-0.62029,0.38289,1.09141
1.33057,0.39712,-0.44878,0.31846,1.22355
1.15967,0.27747,-0.50856,0.24853,1.32899
0.49439,0.13633,-0.69682,0.17392,1.40431
0.07324,-0.01547,-0.67759,0.09545,1.4468
0.31738,-0.16739,-0.18294,0.01392,1.45461
1.2085,-0.30971,0.70808,-0.06975,1.42688
2.0813,-0.4338,1.54623,-0.15452,1.36362
2.2522,-0.53233,1.78743,-0.2392,1.26559
1.37939,-0.59911,1.17927,-0.32261,1.13449
-0.07935,-0.62892,-0.02554,-0.40362,0.97307
-1.72119,-0.61769,-1.19762,-0.48108,0.78502
-2.52075,-0.56278,-1.72191,-0.55382,0.57475
-2.20337,-0.46351,-1.38376,-0.62066,0.34739
-0.93994,-0.32173,-0.48233,-0.68047,0.10865
0.02441,-0.14258,0.39912,-0.73216,-0.13534
0.177,0.06479,0.79026,-0.77471,-0.37824
-0.27466,0.28682,0.61684,-0.80711,-0.61376
-1.15356,0.50574,0.18375,-0.82852,-0.83553
-1.13525,0.70104,-0.10038,-0.83825,-1.03744
-0.42725,0.85157,-0.03343,-0.83574,-1.21387
-0.15869,0.93818,0.26233,-0.82045,-1.35999
-0.37231,0.94598,0.48028,-0.79198,-1.47189
-1.20239,0.86672,0.39231,-0.75013,-1.54659
-1.65405,0.7007,0.0197,-0.69488,-1.58196
-1.7334,0.45795,-0.40822,-0.62643,-1.57691
-2.19727,0.15795,-0.64962,-0.54504,-1.53145
-3.00903,-0.17194,-0.62621,-0.45114,-1.44684
-3.08838,-0.49919,-0.44143,-0.34527,-1.32541
-2.83813,-0.78964,-0.24481,-0.22812,-1.17052
-2.15454,-1.0114,-0.08,-0.1006,-0.98641
-1.76392,-1.13885,0.14136,0.03625,-0.77808
-1.5625,-1.156,0.51275,0.18124,-0.55118
-0.98267,-1.05907,0.96997,0.33305,-0.31185
-0.10986,-0.85723,1.25287,0.49025,-0.06664
1.07422,-0.5717,1.05673,0.65132,0.17767
1.7334,-0.23322,0.27637,0.81464,0.41447
1.47095,0.12174,-0.84364,0.97865,0.63748
0.62256,0.45527,-1.79113,1.1417,0.84095
0.22583,0.7326,-2.06811,1.30215,1.01979
1.7395,0.92627,-1.49159,1.45831,1.16957
4.44946,1.01925,-0.30985,1.60855,1.28669
6.89087,1.00688,0.94389,1.75125,1.36856
7.14722,0.89698,1.75565,1.8849,1.41367
6.04248,0.70839,1.89084,2.00806,1.42159
4.6936,0.46808,1.45168,2.11934,1.39285
4.28467,0.20704,0.72901,2.21752,1.32898
4.24194,-0.04407,-0.0139,2.30145,1.23239
3.61328,-0.25898,-0.66217,2.37022,1.10642
1.95313,-0.4188,-1.20686,2.42303,0.9551
0.23804,-0.51375,-1.61183,2.45919,0.78298
-0.53101,-0.54387,-1.7322,2.47822,0.59503
0.28687,-0.5181,-1.3765,2.47981,0.39654
1.95923,-0.45196,-0.47822,2.46395,0.19308
3.19214,-0.36422,0.75949,2.43084,-0.00976
3.68652,-0.27327,1.88065,2.3808,-0.20667
3.24097,-0.19408,2.38023,2.31426,-0.39287
2.45972,-0.13605,1.98573,2.23185,-0.56409
1.54419,-0.10194,0.83717,2.13449,-0.71639
0.63477,-0.08785,-0.55929,2.02329,-0.8463
-0.41504,-0.08436,-1.59111,1.89949,-0.95113
-1.3855,-0.07908,-1.86107,1.76437,-1.02903
-1.7334,-0.0595,-1.3804,1.61936,-1.07893
-0.94605,-0.01609,-0.52338,1.46601,-1.10044
0.25635,0.05563,0.21987,1.30596,-1.09387
1.10474,0.15376,0.53312,1.14088,-1.06033
1.55029,0.26967,0.4291,0.97251,-1.00154
0.98267,0.38889,0.18477,0.80269,-0.91977
0.53711,0.49321,0.11381,0.63321,-0.81767
0.82398,0.56363,0.3359,0.46579,-0.69826
1.79443,0.5838,0.69566,0.30214,-0.56492
2.36816,0.54311,0.87996,0.14396,-0.42132
1.69678,0.43885,0.64821,-0.00714,-0.27123
0.36621,0.27728,0.01343,-0.14963,-0.11843
-0.64697,0.07313,-0.74611,-0.28212,0.03343
-1.41602,-0.15198,-1.25226,-0.40334,0.18072
-2.04468,-0.3724,-1.25651,-0.51211,0.32007
-1.78223,-0.5617,-0.77969,-0.60744,0.44836
-0.89111,-0.69642,-0.07727,-0.68857,0.56284
-0.40283,-0.75935,0.53334,-0.75491,0.66115
-0.3479,-0.74212,0.85556,-0.80605,0.7412
-0.59204,-0.64646,0.88138,-0.8417,0.80133
-0.23193,-0.4839,0.72192,-0.86174,0.84036
0.177,-0.27436,0.47965,-0.86621,0.85763
-0.01221,-0.04335,0.17643,-0.85537,0.85295
-0.29297,0.18152,-0.20776,-0.82969,0.82646
-0.45776,0.37426,-0.63506,-0.78978,0.77881
-0.39673,0.51416,-0.95535,-0.73636,0.7112
-0.21973,0.58836,-0.96911,-0.67026,0.62539
-0.12207,0.5931,-0.57679,-0.59247,0.52349
0.38452,0.5337,0.10248,-0.50411,0.40794
1.01318,0.42338,0.7537,-0.40638,0.28152
1.51367,0.28109,1.04093,-0.30055,0.14742
1.27563,0.12837,0.82383,-0.18787,0.00923
0.25635,-0.01413,0.25774,-0.06967,-0.12931
-0.55542,-0.12946,-0.30432,0.05268,-0.26443
-1.01318,-0.20639,-0.54861,0.17784,-0.39255
-0.74463,-0.24052,-0.40711,0.30451,-0.51036
-0.12817,-0.23443,-0.0864,0.43143,-0.61468
0.1709,-0.19674,0.10318,0.55732,-0.70248
0.15869,-0.14018,-0.01026,0.68098,-0.77095
-0.3479,-0.07912,-0.32714,0.80133,-0.81773
-0.76904,-0.02711,-0.55249,0.91747,-0.84129
-0.56763,0.00554,-0.42507,1.02862,-0.84068
0.354,0.01317,0.0726,1.13406,-0.81549
1.31836,-0.00433,0.68024,1.23318,-0.76583
1.51978,-0.04205,1.02871,1.3255,-0.69246
0.92773,-0.09095,0.88995,1.41077,-0.59712
0.33569,-0.1398,0.3277,1.48888,-0.48247
0.11597,-0.17714,-0.35241,1.55978,-0.35181
0.10986,-0.19333,-0.80855,1.62359,-0.20891
0.06714,-0.18214,-0.87188,1.68055,-0.05778
0.54321,-0.14164,-0.61499,1.73113,0.0973
1.44653,-0.07458,-0.25217,1.77582,0.25184
2.20947,0.01187,0.03405,1.8152,0.40116
2.74658,0.10727,0.20094,1.8499,0.54049
3.02734,0.19974,0.31617,1.88068,0.66521
3.67432,0.27786,0.43824,1.90834,0.77111
4.22974,0.33213,0.52491,1.93379,0.85455
4.24805,0.35616,0.45774,1.95796,0.91258
3.76587,0.34739,0.16608,1.98185,0.94301
3.26538,0.30705,-0.25908,2.00639,0.94452
2.91138,0.23966,-0.57686,2.03245,0.91676
2.82593,0.15209,-0.55105,2.0608,0.86039
2.81372,0.05266,-0.1439,2.09223,0.77694
3.21655,-0.04995,0.40465,2.12749,0.66875
3.36304,-0.14788,0.69915,2.16723,0.53907
2.91748,-0.23467,0.45341,2.21191,0.39201
1.87988,-0.30563,-0.27838,2.2619,0.23226
1.0437,-0.35749,-1.07893,2.31755,0.06485
0.8606,-0.38807,-1.40035,2.37915,-0.10501
1.39771,-0.39575,-0.91926,2.4468,-0.27192
1.89819,-0.37927,0.22001,2.52038,-0.43045
3.03955,-0.33773,1.44609,2.5996,-0.57554
3.80249,-0.27084,2.08034,2.6842,-0.70262
3.93066,-0.17937,1.74165,2.77373,-0.80776
2.74048,-0.06587,0.58088,2.86756,-0.88777
0.89722,0.0648,-0.80593,2.96493,-0.94027
-0.31128,0.20496,-1.73098,3.06498,-0.96377
0.07324,0.34417,-1.80967,3.16678,-0.95772
1.77002,0.46953,-1.1488,3.2693,-0.92264
3.19824,0.56672,-0.223,3.37145,-0.86011
3.59497,0.6217,0.45882,3.4721,-0.77269
3.44238,0.62259,0.6657,3.57007,-0.66376
3.94897,0.56187,0.53171,3.66407,-0.53732
4.77905,0.43833,0.38408,3.75284,-0.3979
5.07813,0.2581,0.45456,3.83516,-0.25039
4.66919,0.03503,0.69291,3.90987,-0.09987
4.44336,-0.21023,0.81321,3.97592,0.04853
4.27246,-0.45197,0.53205,4.03226,0.18989
3.75366,-0.66211,-0.18173,4.07795,0.31971
2.92358,-0.81371,-1.03371,4.1121,0.43415
2.14233,-0.88479,-1.56584,4.13391,0.53011
2.17896,-0.86147,-1.44495,4.14267,0.60517
2.90527,-0.74051,-0.68277,4.13784,0.65769
4.36401,-0.5305,0.36064,4.11903,0.68683
5.59692,-0.25175,1.18593,4.0861,0.6928
6.36597,0.06561,1.43583,4.03906,0.67678
6.32324,0.38508,1.07182,3.97801,0.6408
5.45044,0.66837,0.35207,3.90316,0.58748
4.65698,0.88043,-0.34896,3.81489,0.51983
4.11987,0.9939,-0.74978,3.71374,0.44129
4.22974,0.99281,-0.77464,3.60051,0.35571
4.63257,0.87501,-0.52814,3.47613,0.26708
4.29688,0.65301,-0.18404,3.3416,0.17926
3.479,0.35291,0.11881,3.198,0.09579
2.63062,0.01128,0.31355,3.04651,0.01985
2.17285,-0.32948,0.38297,2.88842,-0.04591
2.35596,-0.62694,0.32649,2.72507,-0.09949
2.23999,-0.84419,0.15611,2.55793,-0.13969
1.54419,-0.95471,-0.08108,2.38851,-0.16605
0.49439,-0.94578,-0.29288,2.21842,-0.17877
-0.1648,-0.82011,-0.37236,2.04924,-0.17872
0.47607,-0.59552,-0.26205,1.88244,-0.1674
1.78833,-0.30263,-0.00541,1.71947,-0.14686
2.83203,0.0193,0.26158,1.5617,-0.11959
2.59399,0.32766,0.38452,1.41047,-0.08839
1.68457,0.5825,0.28771,1.26704,-0.05628
1.20239,0.75191,0.02779,1.13254,-0.02626
1.51978,0.81627,-0.23678,1.00798,-0.00102
2.18506,0.7706,-0.34355,0.89424,0.01713
2.14233,0.62479,-0.23018,0.79217,0.0263
1.36108,0.40202,0.0241,0.70243,0.02488
0.63477,0.13532,0.24809,0.62554,0.01186
0.14038,-0.13711,0.28958,0.56178,-0.01304
0.50049,-0.37747,0.11709,0.51125,-0.04925
0.45776,-0.55381,-0.15506,0.47394,-0.09542
0.03662,-0.64421,-0.33939,0.44967,-0.14967
-0.76294,-0.63947,-0.29781,0.4381,-0.20961
-0.91553,-0.54387,-0.03671,0.43874,-0.27247
-0.27466,-0.37422,0.2893,0.45098,-0.33513
0.58594,-0.1572,0.46904,0.47408,-0.39424
0.92163,0.07464,0.36741,0.50718,-0.44656
0.43335,0.28771,0.01649,0.54934,-0.48901
-0.18921,0.45219,-0.39293,0.59951,-0.51874
-0.48218,0.54628,-0.61967,0.65655,-0.53321
0.02441,0.55885,-0.5159,0.71925,-0.53043
0.65308,0.49067,-0.11804,0.78633,-0.50916
1.20239,0.35377,0.36991,0.8565,-0.46896
1.18408,0.16956,0.69178,0.92853,-0.41006
1.01318,-0.03462,0.68087,1.00115,-0.33353
0.71411,-0.22982,0.34559,1.07311,-0.24119
0.43945,-0.38948,-0.14486,1.14314,-0.13564
0.01221,-0.49296,-0.5568,1.21007,-0.02006
-0.15869,-0.52814,-0.71057,1.27288,0.102
0.177,-0.49271,-0.55803,1.33059,0.22662
1.23901,-0.39402,-0.18843,1.38229,0.34968
2.2583,-0.24759,0.22682,1.42714,0.46693
2.62451,-0.07469,0.5138,1.46443,0.57415
2.49023,0.101,0.56414,1.49361,0.66748
2.53296,0.25696,0.37114,1.51432,0.74355
3.14331,0.37486,0.02749,1.52633,0.79968
3.39355,0.44254,-0.31138,1.52952,0.8338
2.81982,0.45487,-0.49113,1.52381,0.84462
1.96533,0.41397,-0.42777,1.50918,0.83163
1.95313,0.32869,-0.15087,1.4858,0.79515
2.56958,0.2129,0.20556,1.45389,0.73637
2.99072,0.08321,0.46845,1.41381,0.65723
2.55737,-0.04369,0.51479,1.36609,0.56035
